,interest_level,latitude,longitude,bathrooms,bedrooms,price,num_photos,num_features,num_description_words,created_year,created_month,created_day
100816,medium,40.7447,-73.9774,1.0,2,3495,9,3,159,2016,4,30
100818,low,40.7606,-73.9994,2.0,2,7000,8,15,177,2016,4,19
10082,low,40.7084,-74.0008,3.0,5,11257,11,9,38,2016,6,8
100823,medium,40.6629,-73.9846,1.0,0,2000,3,2,15,2016,4,29
100826,low,40.7716,-73.9812,2.0,2,13000,5,13,102,2016,4,8
100827,low,40.7165,-73.9505,1.0,2,3500,7,6,48,2016,4,11
100829,low,40.771,-73.9533,1.0,0,2100,2,0,121,2016,4,15
100833,low,40.7725,-73.9819,3.0,3,15000,6,10,199,2016,4,7
100837,low,40.7239,-73.9798,1.0,2,3300,1,1,80,2016,4,5
100839,low,40.7787,-73.909,1.0,2,2400,4,1,62,2016,4,28
10084,low,40.8309,-73.9486,1.0,3,2850,8,2,98,2016,6,4
100840,low,40.7579,-73.9129,1.0,3,2500,0,0,9,2016,4,15
100841,high,40.7284,-73.9992,1.0,2,3500,6,5,97,2016,4,12
100842,low,40.7655,-73.9817,1.0,0,2600,5,6,113,2016,4,19
100849,low,40.7439,-73.9971,1.0,0,2800,0,3,2,2016,4,17
10085,low,40.7719,-73.9861,1.0,1,4595,10,7,134,2016,6,27
100850,low,40.7847,-74.0059,2.0,3,3500,12,12,167,2016,4,27
100852,high,40.708,-74.0149,1.0,4,4500,9,13,295,2016,4,8
100853,low,40.7301,-73.9927,1.0,1,4150,7,4,93,2016,4,2
100854,low,40.7233,-73.9946,1.0,1,3495,4,0,6,2016,4,2
10086,medium,40.7602,-73.9689,1.0,2,3450,8,12,115,2016,6,23
100860,low,40.7454,-73.9845,2.0,3,7500,9,16,70,2016,4,30
100862,low,40.7681,-73.9563,1.0,0,2650,3,3,122,2016,4,22
100869,medium,40.7678,-73.9915,1.0,1,3312,6,11,136,2016,4,12
100870,low,40.7401,-73.9887,1.0,1,4395,6,5,116,2016,4,15
100873,low,40.7327,-73.9931,1.0,1,3800,7,6,136,2016,4,22
100874,low,40.7396,-74.0035,1.0,2,5000,10,5,78,2016,4,18
100875,low,40.6907,-73.9216,1.0,2,3200,10,1,18,2016,4,11
100876,low,40.86,-73.9052,1.0,2,1695,1,1,17,2016,4,14
100880,low,40.7972,-73.9488,1.0,2,3025,6,10,221,2016,4,22
100881,medium,40.8539,-73.9318,1.0,1,1575,4,1,95,2016,4,14
100883,low,40.7699,-73.9488,1.0,1,2425,0,3,15,2016,4,29
100885,low,40.7624,-73.9964,2.0,3,7000,6,14,132,2016,4,12
100886,low,40.7404,-73.929,1.0,1,2750,7,11,115,2016,4,10
100890,low,40.6927,-73.986,2.0,2,4975,8,6,117,2016,4,2
100894,low,40.7658,-73.9781,2.0,2,5400,4,7,147,2016,4,13
100897,low,40.7351,-73.978,1.0,1,5985,32,2,9,2016,4,11
100899,high,40.7365,-73.8676,1.0,1,1395,3,2,56,2016,4,29
100900,low,40.7988,-73.9694,1.0,0,1995,4,6,133,2016,4,28
100902,low,40.753,-73.9958,2.0,3,4900,4,8,167,2016,4,7
100903,low,40.7864,-73.9421,1.0,3,2975,7,0,57,2016,4,30
100904,low,40.7976,-73.968,1.0,0,2275,6,10,80,2016,4,7
100906,medium,40.7383,-74.0006,1.0,0,2525,6,5,126,2016,4,21
100907,low,40.7617,-73.9617,1.0,1,2850,3,3,29,2016,4,29
100909,low,40.7297,-74.004,1.0,2,3750,5,2,57,2016,4,3
100910,low,40.7717,-73.9518,1.0,0,2250,3,5,72,2016,4,22
100911,low,40.7957,-73.9705,3.0,4,6100,6,9,105,2016,4,13
100914,high,40.7401,-73.9822,1.0,2,2950,8,0,11,2016,4,21
100920,low,40.7594,-73.9712,1.0,3,4800,5,8,59,2016,4,20
100921,low,40.7061,-74.0111,1.0,1,4468,10,5,42,2016,4,21
100922,high,40.8713,-73.9148,1.0,1,1500,4,2,75,2016,4,6
100923,medium,40.8266,-73.9398,1.0,2,1900,10,1,168,2016,4,14
100924,low,40.7803,-73.9466,1.0,2,2595,8,0,83,2016,4,6
100925,medium,40.6661,-73.9882,1.0,2,2500,15,1,9,2016,4,16
100931,low,40.7035,-74.0109,2.0,4,6500,6,7,196,2016,4,14
100933,low,40.7437,-73.9851,1.0,0,4145,8,5,116,2016,4,21
100940,low,40.7454,-73.9776,3.0,3,11077,12,14,165,2016,4,11
100942,medium,40.7192,-73.9828,1.0,3,4308,6,8,106,2016,4,8
100944,medium,40.7067,-74.0101,1.0,3,3450,5,7,104,2016,4,21
100945,low,40.7334,-74.0047,1.0,1,6500,10,10,172,2016,4,23
100946,medium,40.7348,-73.9865,1.0,2,3495,5,6,185,2016,4,15
100947,low,40.7779,-73.9515,1.0,1,3200,5,11,121,2016,4,3
10095,medium,40.7658,-73.9171,1.0,1,1750,7,1,95,2016,6,20
100950,low,40.7638,-73.9941,1.0,0,2700,7,8,107,2016,4,8
100951,low,40.8025,-73.9587,1.0,5,6000,5,3,61,2016,4,15
100953,medium,40.753,-73.9695,1.0,2,3095,8,10,115,2016,4,18
10096,medium,40.7723,-73.9587,1.0,1,2600,6,3,70,2016,6,25
100960,medium,40.7062,-74.0099,2.0,4,4820,5,10,55,2016,4,16
100962,medium,40.7231,-74.0044,1.0,3,3625,7,1,71,2016,4,10
100963,low,40.7213,-73.9952,1.0,2,3995,5,4,99,2016,4,26
100964,medium,40.8247,-73.949,2.0,3,2859,13,9,75,2016,4,23
100969,low,40.7105,-73.9532,1.0,1,2400,9,7,57,2016,4,6
100971,low,40.8013,-73.9606,1.0,1,2500,5,7,170,2016,4,4
100972,low,40.7104,-73.9486,1.0,2,2856,10,7,248,2016,4,16
100974,medium,40.7079,-74.0099,1.0,2,3200,6,7,82,2016,4,27
100976,medium,40.795,-73.9708,1.0,1,2500,3,5,91,2016,4,28
100979,low,40.7748,-73.9551,2.0,3,7000,6,6,80,2016,4,13
100980,low,40.731,-73.9831,1.0,2,3398,6,10,128,2016,4,30
100981,low,40.8031,-73.957,1.0,2,3000,3,4,82,2016,4,27
100983,medium,40.7412,-73.9772,1.0,2,3000,6,7,125,2016,4,16
100984,low,40.7669,-73.9621,1.0,2,5450,15,4,6,2016,4,13
100985,medium,40.7443,-73.9805,2.0,3,6000,5,8,70,2016,4,24
100987,medium,40.7463,-73.9773,3.0,4,6250,8,4,107,2016,4,6
100988,low,40.7299,-73.9826,1.0,2,3000,0,2,1,2016,4,16
100989,low,40.728,-73.9832,2.0,2,3600,7,6,80,2016,4,22
100992,low,40.7676,-73.9601,2.0,3,4995,6,8,49,2016,4,20
100997,high,40.7548,-73.9944,2.0,3,4500,7,7,72,2016,4,13
101,low,40.6455,-73.961,1.0,2,2475,13,3,9,2016,6,12
1010,low,40.7689,-73.9681,1.0,0,2850,4,2,111,2016,6,9
101003,low,40.7466,-73.9779,1.0,2,3500,4,11,74,2016,4,30
101005,low,40.7482,-74.0051,1.0,0,3485,6,6,123,2016,4,13
101007,low,40.7775,-73.9835,0.0,1,3950,6,0,108,2016,4,16
101008,low,40.7334,-74.0047,1.0,0,3395,2,5,24,2016,4,30
101012,low,40.7743,-73.9874,1.0,2,2625,2,2,100,2016,4,8
101013,low,40.7691,-73.9857,2.0,2,6800,10,7,124,2016,4,20
101018,medium,40.7081,-74.0065,1.0,2,2500,5,8,145,2016,4,24
101020,low,40.7652,-73.9897,2.0,2,5500,6,4,90,2016,4,9
101021,medium,40.7283,-73.9875,1.0,1,3370,8,6,87,2016,4,5
101023,low,40.743,-73.9805,1.0,1,3670,4,10,116,2016,4,20
101024,low,40.7989,-73.9535,1.0,0,1900,5,2,26,2016,4,27
101026,medium,40.7678,-73.9915,1.0,2,3175,7,12,199,2016,4,27
101028,low,40.6905,-73.9668,1.0,2,3000,5,2,92,2016,4,25
101034,low,40.7739,-73.9529,4.0,5,9400,14,5,53,2016,4,12
101035,low,40.6692,-73.9503,1.0,2,2395,6,2,140,2016,4,5
101036,high,40.7568,-73.9982,1.0,0,2400,5,14,178,2016,4,29
101038,low,40.7299,-73.9819,1.0,1,2995,4,8,92,2016,4,28
101041,low,40.7039,-73.9425,1.0,2,2400,5,5,65,2016,4,29
101042,low,40.7593,-73.9959,1.0,1,3690,6,8,106,2016,4,29
101045,medium,40.7537,-73.9682,1.0,2,2575,5,1,38,2016,4,30
101049,low,40.7376,-73.9738,2.0,3,5000,0,7,1,2016,4,9
101050,low,40.7061,-74.0111,2.0,4,5970,7,11,109,2016,4,29
101051,medium,40.7331,-73.9972,1.0,1,3200,3,0,4,2016,4,18
101053,low,40.7587,-73.9838,1.0,1,2600,5,6,73,2016,4,26
101058,high,40.708,-74.0149,1.0,3,3300,5,11,152,2016,4,5
10106,high,40.8404,-73.9375,1.0,0,1500,4,1,79,2016,6,23
101063,medium,40.844,-73.9414,1.0,2,2250,6,4,99,2016,4,23
101067,high,40.7678,-73.9869,1.0,0,1875,6,4,51,2016,4,18
101068,low,40.7295,-74.0029,0.0,0,3695,5,6,61,2016,4,5
101075,low,40.709,-74.0169,2.0,3,9600,6,13,94,2016,4,13
101078,low,40.7436,-73.9727,1.5,3,4617,10,12,70,2016,4,24
101080,low,40.694,-73.9828,2.0,2,4464,0,4,35,2016,4,27
101083,low,40.7512,-74.0026,1.0,0,3330,0,5,1,2016,4,19
101084,low,40.748,-73.981,1.0,0,3350,8,5,104,2016,4,9
101085,low,40.7324,-73.9875,2.0,2,5295,3,2,150,2016,4,24
101089,medium,40.7177,-73.9907,1.0,3,3900,4,3,185,2016,4,24
10109,medium,40.7806,-73.947,1.0,2,2700,4,0,33,2016,6,9
101090,low,40.7922,-73.9645,1.0,2,5595,6,9,100,2016,4,22
101091,low,40.7742,-73.9475,2.0,3,5100,7,1,111,2016,4,29
101092,medium,40.7073,-74.0046,2.0,3,3880,5,11,98,2016,4,5
101097,low,40.7487,-73.9425,1.0,1,2950,19,9,87,2016,4,20
101099,medium,40.8031,-73.957,1.0,1,2400,8,3,230,2016,4,28
10110,medium,40.8152,-73.9473,1.0,1,2150,4,3,62,2016,6,12
101101,low,40.7786,-73.9478,2.0,3,4150,3,5,71,2016,4,15
101103,medium,40.7535,-73.9742,1.0,1,2700,5,6,99,2016,4,12
101106,low,40.7559,-73.9649,1.0,0,2250,5,5,33,2016,4,13
101111,medium,40.7324,-73.9875,2.0,3,4995,8,2,4,2016,4,4
101113,high,40.8342,-73.9427,1.0,2,1695,5,1,68,2016,4,19
101114,low,40.778,-73.9489,1.0,2,3050,6,4,58,2016,4,12
101115,low,40.7688,-73.9547,1.0,1,3200,6,4,158,2016,4,6
101124,medium,40.6729,-73.9822,1.0,3,3650,12,1,132,2016,4,7
101125,low,40.7565,-73.9973,2.0,3,4437,5,13,169,2016,4,18
101126,low,40.7203,-73.9549,1.0,1,3400,0,7,40,2016,4,10
101131,low,40.7562,-73.9968,1.0,0,2550,3,3,110,2016,4,2
101132,high,40.6828,-73.9525,1.0,2,1975,5,3,136,2016,4,5
101140,medium,40.7593,-73.9959,2.0,3,5070,6,14,172,2016,4,24
101142,medium,40.7369,-73.979,1.0,2,3200,12,11,77,2016,4,27
101143,low,40.8242,-73.9527,1.0,4,3395,8,10,62,2016,4,16
101144,medium,40.7835,-73.9827,1.0,0,2150,4,4,44,2016,4,20
101146,low,40.8226,-73.9527,1.0,3,3095,7,3,33,2016,4,15
101147,low,40.7803,-73.9496,1.0,0,1825,4,1,34,2016,4,20
101149,low,40.7074,-74.0069,2.0,2,5800,6,11,143,2016,4,6
101150,low,40.7612,-73.9978,2.0,4,5825,8,13,134,2016,4,6
101151,low,40.8221,-73.9538,1.0,3,2995,4,1,87,2016,4,4
101154,low,40.7787,-73.9453,2.0,3,5395,10,9,113,2016,4,9
101155,low,40.7695,-73.9603,1.0,3,5200,5,6,48,2016,4,12
101159,low,40.6814,-73.9485,2.0,2,3000,0,3,218,2016,4,21
101160,low,40.8441,-73.8292,2.0,2,2100,8,1,79,2016,4,4
101163,low,40.7716,-73.9506,1.0,0,2775,4,3,1,2016,4,18
101164,low,40.7988,-73.9356,1.0,2,2100,10,0,104,2016,4,10
101167,low,40.7404,-73.9795,1.0,1,3755,7,3,67,2016,4,12
101168,low,40.7466,-73.9788,1.0,0,2200,5,5,64,2016,4,10
101172,low,40.7716,-73.9506,1.0,1,3075,5,4,56,2016,4,16
101174,high,40.724,-73.9828,2.0,4,4900,6,3,90,2016,4,24
101175,low,40.7963,-73.9625,1.0,2,3400,5,4,99,2016,4,17
101178,medium,40.7369,-73.979,2.0,4,4900,13,12,82,2016,4,13
10118,medium,40.6769,-73.9249,1.0,3,2600,1,3,40,2016,6,16
101180,low,40.7571,-73.9673,1.0,1,1995,5,3,50,2016,4,12
101181,medium,40.6853,-73.913,1.0,2,2195,8,2,140,2016,4,4
101182,medium,40.7505,-74.0022,2.0,2,4200,3,12,54,2016,4,29
101188,low,40.7225,-73.9925,1.0,1,2700,3,1,42,2016,4,5
10119,low,40.7491,-73.9789,1.0,1,3500,5,4,79,2016,6,2
101191,medium,40.8234,-73.9457,1.0,2,1900,8,9,97,2016,4,15
101194,low,40.7902,-73.9678,2.0,3,6000,8,9,75,2016,4,8
101196,low,40.7998,-73.9609,1.0,2,3500,0,2,123,2016,4,19
101199,low,40.7815,-73.9528,2.0,3,11500,7,3,66,2016,4,8
10120,high,40.6889,-73.9576,1.0,3,2799,6,6,29,2016,6,9
101206,low,40.7711,-73.9564,1.0,0,1775,5,4,28,2016,4,30
101209,high,40.7391,-73.9964,1.0,0,1999,3,2,1,2016,4,8
101211,high,40.7594,-73.9712,1.0,4,5400,14,8,96,2016,4,20
101212,medium,40.6258,-73.9415,1.0,2,1850,3,4,169,2016,4,7
101213,low,40.7423,-73.981,1.0,1,2300,3,3,61,2016,4,8
101214,low,40.7562,-73.9968,1.0,0,2600,3,10,57,2016,4,17
101215,medium,40.6754,-73.9182,1.0,3,2000,10,2,30,2016,4,5
101217,low,40.7609,-73.986,2.0,2,5350,8,12,139,2016,4,7
101225,low,40.7611,-73.9989,1.0,1,3800,4,12,112,2016,4,21
101228,low,40.8163,-73.9416,1.0,1,1850,4,8,136,2016,4,17
101230,medium,40.7118,-73.8258,1.0,1,1695,9,6,79,2016,4,9
101232,medium,40.7075,-74.0043,1.0,3,3495,3,11,54,2016,4,17
101239,low,40.7704,-73.9566,1.0,0,2895,4,7,67,2016,4,13
10124,low,40.7726,-73.926,1.0,2,3400,2,4,70,2016,6,8
101240,medium,40.7637,-73.9635,1.0,1,3500,5,6,136,2016,4,7
101246,low,40.753,-73.9958,1.0,2,3000,7,7,118,2016,4,8
101247,low,40.7111,-74.0055,1.0,1,3630,7,20,194,2016,4,27
101248,low,40.7334,-74.0047,1.0,1,5100,5,2,6,2016,4,13
101249,low,40.7277,-73.9833,1.0,2,3695,7,0,125,2016,4,8
10125,low,40.7817,-73.9824,1.0,1,2750,3,3,105,2016,6,16
101252,high,40.73,-73.9804,1.0,1,2795,4,3,160,2016,4,7
101254,low,40.7592,-73.9948,1.0,1,4445,10,4,126,2016,4,16
101255,low,40.7473,-73.9736,1.0,1,2550,8,7,32,2016,4,2
101258,low,40.7239,-73.9947,1.0,1,3175,5,2,50,2016,4,14
101263,medium,40.6913,-73.9825,2.0,3,4935,8,11,286,2016,4,8
101266,medium,40.7984,-73.9682,1.0,2,2900,6,1,76,2016,4,19
101267,low,40.7718,-73.9829,1.0,1,4395,4,5,87,2016,4,10
101268,low,40.7074,-74.0069,1.0,2,2850,4,5,119,2016,4,24
101269,high,40.7547,-73.981,1.0,2,2295,6,1,6,2016,4,9
101270,medium,40.7834,-73.9834,1.0,1,3200,12,7,58,2016,4,29
101273,low,40.7596,-73.9926,1.0,0,1900,3,3,22,2016,4,28
101275,high,40.8676,-73.8952,1.0,0,1250,6,1,41,2016,4,6
101276,medium,40.6963,-73.9239,1.0,1,1950,4,0,29,2016,4,2
101277,high,40.7307,-73.9837,2.0,4,5800,8,5,105,2016,4,6
101280,high,40.7481,-73.9771,1.0,0,2300,4,6,116,2016,4,8
101282,low,40.7283,-73.9875,1.5,2,4400,7,1,63,2016,4,6
101283,low,40.7553,-73.9955,2.0,3,4600,7,12,100,2016,4,12
101285,medium,40.7177,-73.9984,1.0,2,3995,9,9,98,2016,4,14
101287,high,40.6402,-73.9567,1.0,1,1500,7,2,64,2016,4,20
10129,medium,40.8514,-73.9347,1.0,0,1700,9,10,103,2016,6,10
101290,low,40.7568,-73.9982,2.0,3,4400,8,12,115,2016,4,2
101294,low,40.7072,-73.967,1.0,1,2100,7,3,220,2016,4,19
101300,low,40.7064,-74.01,2.0,3,5970,10,11,324,2016,4,28
101301,low,40.7783,-73.9804,1.0,1,3290,0,3,80,2016,4,9
101303,low,40.8087,-73.9598,1.0,2,3500,5,3,55,2016,4,14
101305,low,40.7747,-73.9506,1.0,2,3050,2,3,70,2016,4,10
101307,low,40.7632,-73.9907,1.0,1,2595,6,3,74,2016,4,19
101308,medium,40.706,-74.0086,1.0,0,2350,3,8,70,2016,4,12
10131,low,40.7923,-73.9771,1.0,0,2550,13,3,9,2016,6,12
101310,low,40.7286,-73.8487,1.0,2,2700,9,9,88,2016,4,9
101311,low,40.7739,-73.9528,3.0,3,6500,14,3,109,2016,4,13
101312,low,40.7067,-74.0072,1.0,0,2595,7,11,239,2016,4,20
101313,low,40.7688,-73.9576,1.0,1,2900,7,3,112,2016,4,8
101315,low,40.7606,-73.9963,1.0,1,3595,0,5,72,2016,4,24
101316,low,40.7802,-73.9444,1.5,2,4500,9,10,52,2016,4,13
101317,low,40.7067,-74.0101,1.5,1,3995,3,5,73,2016,4,2
101318,low,40.7767,-73.9456,1.0,0,1849,3,2,96,2016,4,7
101323,medium,40.7297,-73.9794,1.0,2,3000,5,1,64,2016,4,4
101325,medium,40.7796,-73.9528,1.0,0,2500,5,11,83,2016,4,2
101326,low,40.7613,-73.9998,1.0,1,3400,6,6,96,2016,4,9
101333,low,40.6764,-73.9578,2.0,2,3450,13,0,31,2016,4,29
101334,low,40.7367,-74.0014,1.0,2,4700,6,5,54,2016,4,12
101337,low,40.7255,-73.9798,1.0,2,3495,5,3,79,2016,4,13
101339,high,40.708,-74.0149,1.0,0,2449,7,9,89,2016,4,26
101341,low,40.7296,-73.9999,1.0,1,2650,4,2,34,2016,4,6
101344,medium,40.7376,-73.9938,1.0,1,3680,2,5,109,2016,4,22
101346,low,40.7998,-73.9596,2.0,4,5250,11,7,79,2016,4,21
101349,medium,40.7959,-73.9742,1.0,2,3000,5,8,229,2016,4,15
101350,low,40.7379,-73.9728,1.0,2,3550,3,8,35,2016,4,24
101351,low,40.7773,-73.9478,1.0,1,1995,3,1,111,2016,4,3
101354,low,40.764,-73.9819,1.0,1,3100,4,4,88,2016,4,8
101355,medium,40.7749,-73.9532,1.0,2,2700,4,2,95,2016,4,22
101356,low,40.7447,-73.9782,1.5,2,4195,12,7,110,2016,4,16
101357,low,40.7225,-73.9925,1.0,1,2700,3,1,42,2016,4,5
101358,low,40.7951,-73.9676,1.0,0,2395,5,8,114,2016,4,15
101359,low,40.7074,-74.0122,1.0,0,3075,18,3,9,2016,4,12
10136,medium,40.7436,-73.9727,1.0,2,3700,12,15,127,2016,6,1
101361,medium,40.7983,-73.9416,1.0,3,2000,5,2,31,2016,4,27
101363,low,40.7604,-73.987,1.0,2,3100,5,9,98,2016,4,7
101367,medium,40.7481,-73.9748,2.0,4,6200,6,7,149,2016,4,22
10137,low,40.7456,-73.9797,1.0,0,3195,0,4,1,2016,6,4
101373,medium,40.7344,-74.001,1.0,0,2650,3,0,5,2016,4,22
101374,medium,40.7465,-73.9767,1.0,0,2450,4,11,56,2016,4,7
101375,low,40.7401,-73.9887,1.0,1,4300,3,6,74,2016,4,14
101377,medium,40.7766,-73.9452,1.0,1,2149,5,2,64,2016,4,17
101379,medium,40.7272,-73.9801,1.0,2,3450,5,1,69,2016,4,13
10138,low,40.7634,-73.9638,1.0,0,2900,4,8,81,2016,6,28
101380,low,40.7401,-73.9815,1.0,1,3595,7,4,64,2016,4,12
101386,medium,40.7461,-73.9776,1.0,0,2100,4,3,87,2016,4,9
101387,medium,40.6821,-73.9801,1.0,3,3695,13,0,35,2016,4,12
101389,low,40.7265,-73.9851,1.0,2,4395,4,7,98,2016,4,5
10139,medium,40.7756,-73.9846,1.0,0,2630,6,10,140,2016,6,9
101392,low,40.661,-73.9812,1.0,1,2250,6,4,89,2016,4,8
101396,medium,40.7657,-73.8194,1.0,1,1500,6,3,49,2016,4,15
101401,medium,40.841,-73.952,1.0,1,1700,3,4,4,2016,4,29
101404,medium,40.8276,-73.9413,1.0,0,1295,5,1,60,2016,4,20
101407,medium,40.7286,-73.9849,1.0,2,3195,3,1,160,2016,4,26
101408,low,40.6978,-73.9838,1.0,1,3175,10,7,115,2016,4,25
101413,low,40.7441,-73.9964,1.0,1,3375,8,4,138,2016,4,19
101416,medium,40.7239,-73.9901,1.0,0,2446,4,7,75,2016,4,5
101417,low,40.6775,-73.9507,1.0,2,2300,5,4,36,2016,4,9
101420,low,40.7673,-73.968,1.0,0,2300,1,3,86,2016,4,24
101421,low,40.7866,-73.9731,1.0,1,3800,11,3,98,2016,4,7
101422,low,40.7622,-73.9495,1.0,2,3150,3,5,56,2016,4,5
101423,low,40.7448,-73.9784,1.5,2,4250,8,5,61,2016,4,22
101425,low,40.7993,-73.9689,1.0,2,3200,4,0,127,2016,4,19
10143,high,40.7059,-73.8928,1.0,2,1650,4,1,93,2016,6,29
101433,low,40.7074,-74.0076,1.0,0,3100,6,7,42,2016,4,3
10144,low,40.7696,-73.9567,1.0,1,2900,6,4,48,2016,6,20
101440,medium,40.7297,-73.9999,1.0,0,2250,4,1,44,2016,4,27
101442,medium,40.73,-73.9864,1.0,0,2775,5,7,110,2016,4,17
101452,high,40.7562,-73.9968,1.0,0,2500,5,12,64,2016,4,7
101454,medium,40.7128,-74.0059,1.0,2,2700,4,5,151,2016,4,30
101457,low,40.7354,-74.0056,1.0,1,2689,4,2,61,2016,4,21
10146,low,40.7506,-73.9713,2.5,4,6900,7,7,218,2016,6,29
101461,low,40.7152,-73.9564,1.0,2,2400,4,2,48,2016,4,2
101467,low,40.737,-73.9803,2.0,2,4300,10,2,85,2016,4,7
101469,low,40.7382,-73.9918,3.0,3,13995,4,5,206,2016,4,3
101472,low,40.7506,-73.9979,1.0,2,3199,9,5,49,2016,4,2
101473,low,40.7768,-73.9457,1.0,1,2250,3,2,75,2016,4,13
101474,low,40.7461,-73.9757,1.0,0,2700,4,3,102,2016,4,11
101476,low,40.7327,-73.9933,1.0,1,4175,9,3,48,2016,4,5
10148,low,40.7194,-73.9964,1.0,1,2750,5,3,64,2016,6,9
101484,low,40.7254,-73.9873,1.0,2,4034,6,4,75,2016,4,5
101485,low,40.7334,-74.0047,1.0,0,3350,4,7,93,2016,4,27
101486,low,40.6923,-73.905,1.5,3,2700,20,5,65,2016,4,4
101496,low,40.7316,-73.9839,1.0,1,2850,6,1,48,2016,4,10
101497,low,40.7705,-73.9503,1.0,0,1775,4,1,85,2016,4,16
101498,low,40.7758,-73.9566,1.0,4,4695,0,3,26,2016,4,29
101499,low,40.7467,-73.9778,1.0,0,2500,4,6,96,2016,4,9
1015,medium,40.7056,-74.0162,1.0,1,2550,6,9,149,2016,6,8
10150,low,40.7967,-73.9485,1.0,2,3000,5,7,229,2016,6,17
101501,medium,40.7801,-73.9544,1.0,1,1700,3,2,4,2016,4,13
101503,high,40.7301,-73.9942,1.0,2,4300,2,6,105,2016,4,10
101509,low,40.7442,-73.8925,1.0,0,1750,11,4,146,2016,4,7
10151,low,40.8618,-73.9268,1.0,1,1400,0,3,36,2016,6,29
101510,low,40.7233,-73.9915,1.0,1,6445,7,11,110,2016,4,22
101511,low,40.7702,-73.964,1.0,1,2900,3,1,60,2016,4,26
101518,low,40.7522,-74.0042,2.0,2,8257,0,8,1,2016,4,19
101520,low,40.8021,-73.945,0.0,0,2024,18,6,110,2016,4,22
101523,low,40.7765,-73.9571,1.0,2,2950,4,1,55,2016,4,13
101525,medium,40.7643,-73.9905,1.0,3,4495,6,6,43,2016,4,22
101528,low,40.7701,-73.955,2.0,3,5300,8,4,161,2016,4,13
10153,low,40.73,-73.9804,1.0,2,3695,1,2,30,2016,6,12
101530,low,40.7423,-73.9995,2.0,3,4950,4,2,88,2016,4,13
101531,low,40.7595,-73.9887,1.0,2,2895,8,7,175,2016,4,8
101532,low,40.7456,-73.9797,1.0,0,3150,0,5,1,2016,4,9
101534,low,40.7468,-73.9903,2.0,2,7460,13,2,104,2016,4,6
101538,low,40.7518,-73.9944,2.0,3,6023,5,12,128,2016,4,24
10154,low,40.8035,-73.9663,1.0,2,3200,7,2,24,2016,6,14
101540,medium,40.887,-73.9088,1.0,0,1495,0,4,33,2016,4,28
101542,low,40.7279,-73.9829,1.0,1,2895,3,3,82,2016,4,9
101544,low,40.7637,-73.9937,1.0,1,2095,3,2,4,2016,4,6
101546,low,40.7634,-73.9638,1.0,1,3875,6,5,63,2016,4,22
101548,low,40.7243,-74.0103,1.0,1,5395,10,10,83,2016,4,6
101553,high,40.7364,-73.9809,1.0,1,2695,3,5,102,2016,4,13
101555,medium,40.7638,-73.994,2.0,2,3950,8,6,25,2016,4,8
101556,low,40.764,-73.9819,1.0,1,3450,4,4,113,2016,4,28
10156,low,40.7605,-73.9678,1.0,3,3900,4,7,91,2016,6,1
101561,low,40.7716,-73.9506,1.0,0,2700,4,4,90,2016,4,25
101562,low,40.7845,-73.9503,1.0,1,2800,5,6,159,2016,4,24
101566,low,40.7327,-73.8638,2.0,2,3250,12,23,394,2016,4,7
101567,low,40.7105,-74.0134,1.0,1,3450,6,7,88,2016,4,4
101568,low,40.7599,-73.9908,1.0,2,2995,3,4,129,2016,4,12
101569,low,40.7647,-73.9826,2.0,2,4795,4,10,94,2016,4,24
101571,low,40.7536,-73.9739,1.0,0,2358,5,5,71,2016,4,10
101574,low,40.7265,-73.9851,1.0,2,4895,12,6,90,2016,4,15
101581,low,40.7567,-73.9676,2.0,2,8500,10,5,150,2016,4,8
101584,low,40.7266,-74.0013,1.0,0,2650,0,2,9,2016,4,15
101594,low,40.7285,-73.861,1.5,2,2350,0,0,9,2016,4,29
101597,low,40.7878,-73.9799,1.0,1,2895,5,3,60,2016,4,26
1016,low,40.7947,-73.9667,2.0,2,6380,4,5,66,2016,6,2
101600,medium,40.7298,-73.9817,1.0,2,3200,5,3,141,2016,4,19
101601,low,40.6661,-73.9882,1.0,1,2200,16,1,9,2016,4,16
101602,low,40.8206,-73.9456,2.0,2,3500,5,6,232,2016,4,16
101605,medium,40.7512,-74.0026,2.0,2,5365,8,14,93,2016,4,29
101608,low,40.708,-74.0149,1.0,2,3000,8,11,68,2016,4,16
101612,medium,40.7568,-73.9982,1.0,0,2500,6,11,108,2016,4,26
101616,low,40.7413,-73.9781,1.0,1,3457,6,9,289,2016,4,16
101617,low,40.7205,-73.9793,1.0,2,2950,3,2,51,2016,4,11
101619,low,40.7356,-73.9789,1.0,4,5875,6,4,179,2016,4,21
101620,low,40.7587,-73.9916,2.0,2,4675,0,3,108,2016,4,21
101621,medium,40.708,-74.0149,1.0,2,2795,3,8,81,2016,4,11
101623,low,40.7621,-73.9956,1.0,3,7100,0,5,1,2016,4,23
101624,low,40.7802,-73.9478,2.0,3,5200,4,3,126,2016,4,29
101627,high,40.7769,-73.9459,1.0,1,2100,4,3,62,2016,4,26
10163,low,40.758,-73.9543,2.0,2,5155,0,7,1,2016,6,7
101630,medium,40.7481,-73.9564,2.0,2,4225,11,11,166,2016,4,11
101631,low,40.7109,-74.0165,2.0,3,5425,13,5,219,2016,4,13
101634,low,40.7643,-73.9918,1.0,2,3495,5,2,101,2016,4,10
